URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_128-----------_nodate.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-15456-2019_2022-10-07.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-14753-2020_2024-01-18.html,YES,YES,,,,Prescribed case.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-23847-2016_2019-09-27.html,YES,YES,,,,Not used as evidence,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---108_nodate.html,YES,NO,YES,NO,,,"En l’espèce on rappellera que M.________ a volontairement agressé [...] à l’aide d’une arme tranchante, lui assénant plusieurs coups qui l’ont blessé, dans le but de le tuer. Son intention ne fait aucun doute au vu des messages vocaux qu’il avait envoyé à sa victime quelques jours avant son passage à l’acte. Le comportement de ce prévenu est grave et représente une mise en danger actuelle de l’ordre public, la sécurité des personnes étant mise en péril. A l’instar du Ministère public, la Cour de céans considère qu’un comportement aussi infâme ne mérite aucune protection.",,,"In this case it will be recalled that Mr.________ deliberately attacked [...] using a sharp weapon, inflicting several blows on him which injured him, with the aim of killing him. His intention is beyond doubt given the voice messages he sent to his victim a few days before his act. The behavior of this defendant is serious and represents a current endangerment of public order, with the safety of people being put at risk. Like the Public Prosecutor's Office, this Court considers that such infamous behavior does not deserve any protection.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---135_nodate.html,YES,NO,YES,NO,,,"En l’occurrence, l’appréciation du Tribunal ne prête pas le flanc à la critique. Même si l’on admet que, dans la panique, la première version du constat était partielle et que les personnes impliquées ont donc « refait » un constat, comme cela ressort du message adressé à K.________, il n’en demeure pas moins que le deuxième constat a été fait avec l’appui et les conseils du carrossier. [...] n’indique d’ailleurs pas que le constat a été rédigé chez elle, mais déclare que B.________ est passé chez elle pour « chercher des documents ». Il est également établi qu’entre l’accident et l’annonce à l’assurance, B.________ a eu le temps nécessaire pour s’assurer, avec l’appui de K.________, que le constat ne comportait aucune erreur.",,,"In this case, the Court’s assessment is not open to criticism. Even if we admit that, in the panic, the first version of the report was partial and that the people involved therefore “re-made” a report, as is apparent from the message sent to K.________, the fact remains that the second observation was made with the support and advice of the bodybuilder. [...] does not indicate that the report was drawn up at her home, but declares that B.________ went to her home to “look for documents”. It is also established that between the accident and the notification to the insurance company, B.________ had the necessary time to ensure, with the support of K.________, that the report did not contain any error.",
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_006_501-2016-202_2018-01-30.pdf,YES,YES,,,,Not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-19131-2020_2022-09-12.html,YES,NO,YES,NO,,,"Il est également démontré qu'en adressant le 31 janvier 2019, par messages What's App, à B______, des photographies de trois mandats de conduite de l'OP, dont l'exécution lui avait été confiée, qui concernaient E______, F______ et G______, le prévenu a transmis, sans droit, à B______ des informations qui étaient également soumises au secret de fonction et auxquelles, à nouveau, il n'avait eu accès que dans le cadre de l'exercice de sa profession.",,,"It is also demonstrated that by sending on January 31, 2019, by What's App messages, to B______, photographs of three conduct mandates from the OP, the execution of which had been entrusted to him, which concerned E______, F______ and G______, the accused transmitted, without right, to B______ information which was also subject to official secrecy and to which, again, he had only had access in the context of the exercise of his profession.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-1209-2019_2020-03-03.html,YES,YES,,,,Chambre administrative,,,Administrative Chamber,,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2023-32_2023-10-04.pdf,YES,NO,YES,NO,,,Ces moyens de preuve attestent à tout le moins qu’il y a eu communication de la prévenue à l’adresse de C.________ d’un événement avec un véhicule qui « a collé au cul » (D. 106) et « pris des photos » (D. 46).,,,These means of proof attest at the very least that there was communication from the accused to the address of C.________ of an event with a vehicle which “stuck in the ass” (D. 106) and “took photos” (D. 46).,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2021-525_2022-06-09.pdf,YES,NO,YES,NO,,,"Quant au Ministère public, sur le plan de l’astuce, il a indiqué qu’il y avait une relation professionnelle préexistante entre les parties et donc qu’un rapport de confiance s’était développé. En outre, la facture whatsapp était de nature à faire croire que le volume de certification était effectivement aussi élevé, toujours selon le Ministère public.",,,"As for the Public Prosecutor's Office, in terms of trickery, it indicated that there was a pre-existing professional relationship between the parties and therefore that a relationship of trust had developed. In addition, the WhatsApp invoice was likely to make people believe that the volume of certification was indeed that high, again according to the Public Prosecutor's Office.",
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2021-75_2022-03-22.html,YES,NO,YES,NO,,,"Il ressort également des SMS et WhatsApp échangés entre A.________ et X.________ que le premier était fortement impliqué dans le trafic. Ces messages montrent qu’il traitait d’égal à égal avec X.________ dont il partageait les préoccupations, notamment, en lien avec la qualité de la drogue vendue. Par ailleurs, il pouvait se montrer assez directif et parfois autoritaire avec les autres intervenants, notamment Client_3.",,,"It also appears from the SMS and WhatsApp exchanged between A.________ and X.________ that the first was heavily involved in trafficking. These messages show that he dealt as an equal with X.________ whose concerns he shared, in particular, in relation to the quality of the drugs sold. Furthermore, he could be quite directive and sometimes authoritarian with other speakers, notably Client_3.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---399_nodate.html,YES,YES,,,,Video sent by WA but not used in the case.,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---436_nodate.html,YES,YES,,,,"One WA call cited visible in the list of normal calls, no messages.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_014_A-1333-2022_2022-10-03.html,YES,YES,,,,Chambre des assurances sociales,,,Social Insurance Chamber,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-9559-2019_2021-07-02.html,YES,NO,YES,NO,,,"Confronté à des échanges WhatsApp du 2 et 13 juin 2019 (C-2019 et C-2022) lors desquelles il disait qu'il fallait faire attention à la police, B______ a d'abord déclaré qu'il ne se souvenait plus du contexte, et sur insistance du Tribunal, expliqué ensuite qu'il s'agissait de fêtes sauvages qu'il organisait.",,,"Confronted with WhatsApp exchanges of June 2 and 13, 2019 (C-2019 and C-2022) during which he said that it was necessary to be careful of the police, B______ initially declared that he no longer remembered the context, and at the insistence of the Court, then explained that these were wild parties that he was organizing.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_006_C-3979-2020_2023-03-13.html,YES,YES,,,,"WA mentioned to ask judge to communiate with son via WA: Par courriels et courriers des 5, 6 et 7 juillet 2022, la précitée s’est déterminée sur le rapport du SPMi, indiquant que l’expertise restait obsolète. Elle était actuellement en Espagne, sans date de retour, raison pour laquelle elle demandait l’autorisation pour elle-même et toute personne de l’entourage de son fils de communiquer avec lui directement par téléphone (WhatsApp ou vidéo), ainsi que sa sortie définitive du foyer. Des tiers étaient prêts à rendre visite à son fils ou l’accueillir chez eux immédiatement. Elle a encore déposé un courrier le 19 juillet 2022 au greffe du Tribunal de protection sollicitant que son fils soit définitivement placé chez elle.",,,"WA mentioned to ask judge to communicate with son via WA: By emails and letters of July 5, 6 and 7, 2022, the aforementioned determined on the SPMi report, indicating that the expertise remained obsolete. She was currently in Spain, without a return date, for which reason she requested authorization for herself and anyone from her son's entourage to communicate with him directly by telephone (WhatsApp or video), as well as his exit permanent home. Third parties were ready to visit her son or welcome him into their home immediately. She again submitted a letter on July 19, 2022 to the Registry of the Protection Court requesting that her son be permanently placed with her.",,
https://entscheidsuche.ch/docs/NE_Omni/NE_TC_009_CPEN-2019-88_2020-05-06.html,YES,YES,,,,Arrêt du Tribunal Fédéral,,,Judgment of the Federal Court,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---118_nodate.html,YES,YES,,,,"Messages not used as evidences: déféré séparément, qui a mis en cause G.________ pour être son fournisseur principal de marijuana (PV aud. 1). [...] a notamment expliqué qu’il contactait le prévenu par Whatsapp, qu’il le rencontrait pour passer sa commande et qu’il récupérait ensuite celle-ci à son domicile de [...] ou dans un endroit isolé, comme une forêt.",,,"Messages not used as evidence: referred separately, which implicated G.________ for being its main supplier of marijuana (Aud. PV. 1). [...] notably explained that he contacted the defendant by Whatsapp, that he met him to place his order and that he then collected it at his home in [...] or in an isolated place, like a forest.",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_254-----------_nodate.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---141_nodate.html,YES,NO,YES,NO,,,"Au vu de l’ensemble des pièces au dossier et de la définition très large du mot « tozz » qui en découle, force est de constater que le sens de ce mot a évolué avec le temps et qu’il peut varier selon le pays où il est utilisé et selon l’âge de celui qui l’emploie. Si ce terme assez commun revêt tout au plus une marque de mépris à l’attention de son destinataire, il n’excède pas ce qui est acceptable. Contrairement à ce qu’a retenu le premier juge, il n’apparaît pas que l’emploi du seul terme « tozz » était susceptible de heurter et de blesser la plaignante dans son sentiment d’être respectée, ce d’autant que, comme elle l’a elle-même relevé à l’audience d’appel, le prévenu ne l’avait pas associé à un doigt d’honneur. La Cour de céans ne saurait dès lors retenir que le terme « tozz » devait être compris comme rabaissant et dénigrant par la plaignante et qu’il constituait une atteinte à son honneur. L’appelant doit dès lors être libéré de ce chef d’accusation.",,,"In view of all the documents in the file and the very broad definition of the word ""tozz"" which results from it, it is clear that the meaning of this word has evolved over time and that it can vary depending on the country where it is used and according to the age of the person who uses it. If this fairly common term is at most a sign of contempt for its recipient, it does not exceed what is acceptable. Contrary to what the first judge held, it does not appear that the use of the term ""tozz"" alone was likely to offend and hurt the complainant's feeling of being respected, especially since, as she herself noted it at the appeal hearing, the defendant had not associated it with a middle finger. The Court cannot therefore hold that the term “tozz” was to be understood as demeaning and denigrating by the plaintiff and that it constituted an attack on her honor. The appellant must therefore be released from this charge.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---195_nodate.html,YES,YES,,,,Unsure whether messages are on WA or other medium (WA only mentioned for a CDROM containing messages in the evidences but not specified further how these evidences were used),,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_014_A-659-2019_2021-11-24.html,YES,YES,,,,Chambre des assurances sociales,,,Social Insurance Chamber,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-14376-2019_2022-06-16.html,YES,YES,,,,"Photos sent by WA but found on phone, so message no evidence.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---131_nodate.html,YES,NO,YES,NO,,,"En l’espèce, il y a lieu de constater que les éléments sur lesquels se sont basés les premiers juges convergent en effet à établir que c’est tout le mode de vie des parties – comme cela ressort des messages de l’appelant promettant de changer de comportement – et le rapport général de soumission de l’épouse à son mari qui lésait la liberté personnelle de celle-là, et pas seulement le refus de sorties en discothèque, comme le soutient abusivement l’appelant. Celui-ci était en proie à une jalousie maladive et régentait la vie de sa femme. Ainsi, la critique des preuves par l’appelant est vaine. Le témoignage de la collègue de travail de la plaignante est parfaitement crédible et éclairant à cet égard et quelques visites du couple à la mère et à la sœur de l’épouse ne permettent pas d’exclure son isolement progressif. Contrairement à ce que soutient l’appelant, il n’est pas non plus déterminant que les messages produits ne contiennent pas de refus, d’ordres ou de menaces de sa part. L’oppression étant quotidienne et l’intéressée ne tentant pas de la braver, des rappels à l’ordre n’étaient pas indispensables. De même, les messages que lui a adressés la plaignante après la séparation, s’ils attestent de sa révolte, ne permettent en aucun cas de nier les atteintes antérieures à sa liberté. Enfin, le fait que l’appelant ait connu de sérieux problèmes de santé ne rend pas impossible son comportement de tyran conjugal.",,,"In this case, it must be noted that the elements on which the first judges based themselves in fact converge to establish that this is the entire way of life of the parties – as is apparent from the messages from the appellant promising to change behavior – and the general relationship of submission of the wife to her husband which infringed on the latter's personal freedom, and not only the refusal of nightclub outings, as the appellant wrongly maintains. He was prey to unhealthy jealousy and ruled his wife's life. Thus, the appellant's criticism of the evidence is futile. The testimony of the complainant's work colleague is perfectly credible and enlightening in this regard and several visits by the couple to the wife's mother and sister do not rule out her progressive isolation. Contrary to what the appellant maintains, it is also not decisive that the messages produced do not contain refusals, orders or threats on his part. As the oppression was daily and the person concerned did not attempt to defy it, calls to order were not essential. Likewise, the messages sent to him by the complainant after the separation, although they attest to her revolt, in no way allow us to deny the previous attacks on her freedom. Finally, the fact that the appellant had serious health problems does not make his behavior as a marital tyrant impossible.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2017---362_nodate.html,YES,NO,YES,NO,,,"Entre le 8 et le 20 avril 2014, P.________ n’a pas respecté l’interdiction qui lui avait été faite, sous la menace de l’art. 292 CP, par ordonnance de mesures protectrices de l’union conjugale du 31 décembre 2013 et du 14 janvier 2014, de contacter W.________ et ses proches, en adressant de nombreux messages Whatsapp à ces derniers.",,,"Between April 8 and 20, 2014, P.________ did not respect the ban imposed on him, under the threat of art. 292 CP, by order of protective measures for the marital union of December 31, 2013 and January 14, 2014, to contact W.________ and his relatives, by sending numerous Whatsapp messages to the latter.",
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_006_501-2021-116_2022-05-18.pdf,YES,NO,YES,NO,,,"Les messages envoyés par B.________ à son compagnon, C.________, durant le trajet, suite à l’absence de réponse à son appel, dans lesquels elle décrit les faits commis par le prévenu et demande de l’aide à son compagnon, corroborent également pleinement la version qu’elle a livrée (« Le gars il a pris ma main et il l’a mise sur sa bite ! », « Please » ; « C.________ » ; « Hallo » ; « Help » ; DO 2'017). Elle a même envoyé la fiche d’identification du chauffeur à son compagnon (DO 2'017), ce qui confirme qu’elle avait peur et se sentait en danger dans le taxi, ce qui n’aurait manifestement pas été le cas si c’était elle qui avait commis des attouchements à caractère sexuel sur le prévenu, comme ce dernier le prétend.",,,"The messages sent by B.________ to her companion, C.________, during the journey, following the lack of response to her call, in which she describes the acts committed by the accused and asks her companion for help, also fully corroborate the version she delivered (“The guy took my hand and put it on his dick!”, “Please”; “C.________”; “Hallo”; “Help”; DO 2'017). She even sent the driver's identification form to her companion (DO 2'017), which confirms that she was afraid and felt in danger in the taxi, which clearly would not have been the case if it were It was she who had committed sexual touching on the defendant, as the latter claims.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-791-2017_2018-11-06.html,YES,YES,,,,Chambre administrative,,,Administrative Chamber,,
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_004_CPR-2023-7_2023-01-26.pdf,YES,YES,,,,"Analysis of WA messages still ongoing, this is a rejet de la demande de libération et prolongation de la détention provisoire.",,,"Analysis of WA messages still ongoing, this is a rejection of the application for release and extension of pre-trial detention.",,
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TPI_006_TPI-2021-13_2021-06-29.pdf,YES,NO,YES,NO,,,"D’ailleurs, le fait que la partie plaignante et sa sœur fassent les tâches ménagères ressort des messages échangés sur le groupe WhatsApp familial où, entre autre, le prévenu demande aux filles de faire le ménage parce que des invités arrivent, qu’elles doivent aider à préparer des fêtes, qu’elles doivent passer l’aspirateur",,,"Moreover, the fact that the complainant and her sister do household chores is apparent from the messages exchanged on the family WhatsApp group where, among other things, the defendant asks the girls to do the cleaning because guests are arriving, they have to help prepare for parties, whether they have to vacuum",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---384_nodate.html,YES,NO,YES,NO,,,"Par ailleurs, les messages sont au dossier et l’appelant appelle la plaignante « princesse », lui signifie qu’elle lui manque beaucoup, au point qu’elle lui a dit qu’il est un père pour elle, ce qui l’énerve (P. 19/2) ; contrairement à ce que soutient l’appelant, il n’a pas agi en tant que collègue ni n’a adopté une attitude paternaliste et bienveillante. En outre, l’heure et le nombre d’envois corroborent le fait qu’il ne s’agit pas de messages professionnels.",,,"Furthermore, the messages are on file and the caller calls the complainant “princess”, telling her that he misses her a lot, to the point that she told him that he is a father to her, which annoys him. (P. 19/2); contrary to what the appellant maintains, he did not act as a colleague or adopt a paternalistic and benevolent attitude. Furthermore, the time and number of sendings corroborate the fact that these are not professional messages.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_165-----------_nodate.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---343_nodate.html,YES,NO,YES,NO,,,"En effet, ces messages fournissent des indications objectives qui confirment l’opération décrite dans l’acte d’accusation (PV aud. 5, annexes 30.1 à 30.6). En particulier, il est frappant de constater que, dans ces échanges, la nécessité d’une ascendance hongroise du client et sa preuve, sans parler de la maîtrise de la langue, pour bénéficier d’une naturalisation facilitée, n’est pas du tout évoquée, si bien que le projet d’obtenir des documents d’identité hongrois impliquait nécessairement qu’il s’agissait de faux matériels ou intellectuels. De plus, et comme il a déjà été relevé ci-dessus, l’exorbitance du montant remis à V.________, soit 45'000 euros, pour effectuer de simples démarches administratives constitue un indice supplémentaire de fraude.",Can be useful for citations.,,"Indeed, these messages provide objective indications which confirm the operation described in the indictment (PV aud. 5, annexes 30.1 to 30.6). In particular, it is striking to note that, in these exchanges, the need for the client's Hungarian ancestry and its proof, not to mention mastery of the language, to benefit from facilitated naturalization, is not at all mentioned, so that the project of obtaining Hungarian identity documents necessarily implied that they were material or intellectual forgeries. In addition, and as has already been noted above, the exorbitant amount given to V.________, i.e. 45,000 euros, to carry out simple administrative procedures constitutes an additional indicator of fraud.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2018---386_nodate.html,YES,YES,,,,"interdiction d'approcher le domicile d'O.________ ou tout autre endroit où elle se rend régulièrement et d'entrer en contact avec elle par téléphone, sms, WhatsApp ou tout autre moyen de communication;",,,"prohibition of approaching O.________'s home or any other place where she goes regularly and of contacting her by telephone, text message, WhatsApp or any other means of communication;",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-5702-2019_2022-05-30.html,YES,NO,YES,NO,,,"Les échanges de messages entre elles sont cruciaux pour établir que son implication dépasse largement le stade d'intermédiaire. Face aux déclarations très probantes des parties plaignantes, force est de constater que sa version des faits est beaucoup moins crédible.",Can be useful for citations.,,"The exchange of messages between them is crucial to establish that its involvement goes well beyond the intermediary stage. Faced with the very convincing statements of the complaining parties, it is clear that his version of the facts is much less credible.",
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2021-112_2022-02-16.pdf,YES,NO,YES,NO,,,"Par ailleurs, si l’on se réfère aux divers messages WhatsApp du prévenu, on constate que, de manière générale lors de ses voyages le prévenu transportait toujours entre 1 et 1.5 kilogrammes de cocaïne.",,,"Furthermore, if we refer to the defendant's various WhatsApp messages, we see that, generally during his travels, the defendant always carried between 1 and 1.5 kilograms of cocaine.",
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_004_CPR-2021-40_2021-11-16.pdf,YES,YES,,,,"Le 15 octobre 2019 (dossier MP 4988/2019 A.12s et MP 4804/2019 A.39), l’inspecteur a envoyé un message WhatsApp à la victime, afin d’avoir copie de la photo du verre de vin dont elle avait fait état lors de son audition.",,,"On October 15, 2019 (file MP 4988/2019 A.12s and MP 4804/2019 A.39), the inspector sent a WhatsApp message to the victim, in order to have a copy of the photo of the glass of wine she had stated during his hearing.",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-12795-2019_2022-01-11.html,YES,NO,YES,NO,,,"S'agissant du témoignage de M______, la Cour adopte une position plus mesurée, dès lors que celle-ci avait manifestement des raisons d'en vouloir au prévenu, ainsi qu'en attestent les messages échangés avec ce dernier quelques heures avant les faits litigieux. Le caractère inutilement accablant de certains de ses propos, soit notamment les violences qu'elle atteste avoir elle-même subies, de même que le récit des coups que le prévenu aurait porté à sa propre sœur, qui s'écartent de l'objet de son interrogatoire, quand bien même ils sont contrebalancés par des éléments positifs concernant l'intéressé, doivent amener à considérer ses déclarations avec une certaine retenue. Ainsi, l'allégation selon laquelle le prévenu aurait exhibé avec fierté la lame ensanglantée de son couteau, ne sera notamment pas retenue comme établie.",,,"Regarding the testimony of M______, the Court adopts a more measured position, since she clearly had reasons to be angry with the accused, as evidenced by the messages exchanged with the latter a few hours before the facts in dispute . The unnecessarily damning nature of some of her comments, in particular the violence that she herself attests to having suffered, as well as the account of the blows that the accused allegedly inflicted on his own sister, which deviate from the subject of his interrogation, even if they are counterbalanced by positive elements concerning the person concerned, must lead us to consider his statements with a certain restraint. Thus, the allegation according to which the accused proudly displayed the bloody blade of his knife will not be accepted as established.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-12351-2017_2019-04-29.html,YES,NO,YES,NO,,,"La teneur des messages envoyés par le prévenu témoigne de la pression et des menaces exercées sur les parties plaignantes, âgées de 13 ans et 15 ans.",,,"The content of the messages sent by the defendant testifies to the pressure and threats exerted on the complainants, aged 13 and 15.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_430-----------_nodate.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---245_nodate.html,YES,YES,,,,"Appeal against proofs not included, but WA messages not used here.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---302_nodate.html,YES,YES,,,,WA profile photo used.,,,,,
https://entscheidsuche.ch/docs/FR_Gerichte/FR_TC_006_501-2021-118_2022-05-17.pdf,YES,YES,,,,"Dans un premier grief, il reprochait à la Cour d'appel d'avoir rejeté ses réquisitions de preuve tendant à la production par le Ministère public de l'intégralité des retranscriptions des conversations téléphoniques entre l'agent infiltré et lui-même, la production par le Ministère public de l'intégralité des messages écrits et des messages vocaux, avec leur retranscription, échangés entre l'agent infiltré et lui-même, notamment par le biais de l'application WhatsApp, et se trouvant tant sur son téléphone portable que sur celui de l'agent infiltré. Concernant ce grief, le Tribunal fédéral a retenu que le dossier est complet et que le recourant n'apportait aucun élément crédible donnant à penser que les autorités de poursuite pénale auraient caché des données. Le prévenu avait ainsi eu accès aux mêmes données que l'accusation, de sorte que les principes d'égalité des armes et de l'équité n'avaient pas été violés.",,,"In a first complaint, he criticized the Court of Appeal for having rejected his requests for evidence for the production by the Public Prosecutor of the entire transcripts of the telephone conversations between the undercover agent and himself, the production by the Public Prosecutor's Office of all written messages and voice messages, with their transcription, exchanged between the undercover agent and himself, in particular through the WhatsApp application, and found both on his mobile phone and on that of the undercover agent. Concerning this complaint, the Federal Court held that the file is complete and that the appellant did not provide any credible evidence suggesting that the criminal prosecution authorities would have hidden data. The defendant thus had access to the same data as the prosecution, so that the principles of equality of arms and fairness had not been violated.",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-19938-2019_2021-12-10.html,YES,YES,,,,"Bug: word Whatsapp doesn't appear, nor ""message"" or other applications.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-794-2021_2021-07-06.html,YES,YES,,,,Chambre administrative,,,Administrative Chamber,,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2017-126_2017-12-06.pdf,YES,NO,YES,NO,,,"Les nombres retenus correspondent aux montants reçus selon les messages échangés. Il en découle qu’il peut et doit être admis que 103 boudins ont été livrés dans la transaction en question. Dans les situations b) et c), il ressort clairement que de la marchandise avec les désignations « ck » 20 unités et « brown & green » 10 unités devaient être livrées par D.________. Il ne ressort pas de l’enquête que ces livraisons n’ont pas été effectuées. La 2e Chambre retiendra dès lors qu’au moins 138 boudins ont été livrés dans les cas référencés ci-dessus.",,,"The numbers retained correspond to the amounts received according to the messages exchanged. It follows that it can and must be admitted that 103 puddings were delivered in the transaction in question. In situations b) and c), it is clear that goods with the designations “ck” 20 units and “brown & green” 10 units were to be delivered by D.________. It does not emerge from the investigation that these deliveries were not made. The 2nd Chamber will therefore note that at least 138 blood sausages were delivered in the cases referenced above.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_013_A-1852-2021_2022-05-24.html,YES,YES,,,,Chambre administrative.,,,Administrative chamber.,,
https://entscheidsuche.ch/docs/JU_Gerichte/JU_TC_001_TPI-2020-167_2021-06-22.pdf,YES,YES,,,,"Accused proposed to add a screenshot as proof, but not accepted as useless.",,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-6853-2017_2022-04-08.html,YES,YES,,,,"Messages exchanged using WeChat, which doesn't provide deniability nor e2ee.",,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2019---346_nodate.html,YES,NO,YES,NO,,,"es messages échangés l'après-midi du 28 octobre 2017 entre X.________ et K.________ (cf. jgt, p. 112 : « viens urgent Roumanie. Touma », soit dépêche-toi si tu veux une relation sexuelle, et « 30mn si tu veu tueé », soit viens dans les 30 min. si tu veux une relation sexuelle) démontrent clairement qu'ils entendaient profiter de l'état d'alcoolisation et de l'inconscience de la plaignante pour entretenir avec elle des rapports sexuels.",,,"he messages exchanged on the afternoon of October 28, 2017 between 30 minutes if you want to be killed"", or come within 30 minutes if you want a sexual relationship) clearly demonstrate that they intended to take advantage of the complainant's state of alcoholism and unconsciousness to have sexual relations with her. .",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2021---309_nodate.html,YES,NO,YES,NO,,,"De nombreux messages WhatsApp, extraits du téléphone portable de X.________ (P. 119, pp. 13 et 14 ; cf. pièce à conviction 28279) montrent",,,"Numerous WhatsApp messages, extracted from X.________'s cell phone (P. 119, pp. 13 and 14; see exhibit 28279) show",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---103_nodate.html,YES,NO,YES,NO,,,"La version de la plaignante, qui est celle retenue par l’acte d’accusation, est par ailleurs confirmée par les messages téléphoniques échangés entre les parties durant la période des faits (cf. jugt. p. 46 et messages annexés au PV aud. 4), ainsi que par le compte rendu du Dr [...], en présence duquel les abus ont été évoqués entre les parties, le prévenu ayant exprimé des regrets et déclaré s’être laissé emporter par ses émotions dans un moment de faiblesse (cf. P. 19 et 96).",,,"The complainant's version, which is the one retained in the indictment, is also confirmed by the telephone messages exchanged between the parties during the material period (see judgment p. 46 and messages annexed to the PV aud. 4), as well as by the report of Dr [...], in whose presence the abuses were discussed between the parties, the defendant having expressed regrets and declared having let himself be carried away by his emotions in a moment of weakness (see P. 19 and 96).",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2017---389_nodate.html,YES,YES,,,,"Accused asked to take into account WA messages, but judges refused as useless for appeal. ",,,,,
https://entscheidsuche.ch/docs/BE_ZivilStraf/BE_OG_005_SK-2022-390_2023-03-23.pdf,YES,NO,YES,NO,,,"à plusieurs reprises traité C.________, par message WhatsApp de « la plus grosse connasse qui existe sur terre », de lui avoir envoyé un émoticône représentant un doigt d'honneur, de l'avoir traitée de « pétasse manipulatrice », de « sale pute malade du cerveau » atteignant cette dernière dans son honneur ;",,,"repeatedly called C.________, by WhatsApp message, ""the biggest bitch on earth"", for having sent her an emoticon representing a middle finger, for having called her a ""manipulative bitch"", a ""dirty brain-sick whore” affecting the latter in her honor;",
